generation,wall_s,mean_fitness,max_fitness,train_success_rate,theta_norm,eval_success_rate,eval_mean_reward,eval_mean_time_to_target,eval_mean_collision_ticks
0,66.0,0.16186798624466198,9.441589547990887,0.15625,10.237280053086689,0.5,7.838235767003274,1.3945454545454548,0.0
1,40.2,-0.8621567437245605,15.572348625657478,0.34375,10.499064610764666,,,,
2,43.1,4.022544900835577,16.15718478237698,0.34375,10.679313959764759,,,,
3,42.4,1.2304985567578406,9.545855838705236,0.375,10.825581730008645,,,,
4,81.7,-7.9361541860972,17.348013723579513,0.09375,10.9525021262166,,,,
5,130.7,-0.32009045935252095,9.050329005860783,0.0625,11.054879108799547,0.5454545454545454,7.899072162697334,1.3216666666666665,0.0
6,49.3,7.246443144629122,17.750551665340932,0.46875,11.14913442266141,,,,
7,55.2,-2.874890375726096,7.96243426385986,0.1875,11.230576170510194,,,,
8,56.2,1.2912625276247205,15.924656336078927,0.28125,11.309843799247904,,,,
9,58.1,2.2329589696764525,16.400449066643343,0.28125,11.384813916110204,,,,
10,92.5,6.1056897460374,16.427844807819252,0.375,11.463055347501399,0.5454545454545454,9.070085746961864,1.571666666666667,0.0
11,71.2,-2.333919555381677,6.810622756960644,0.03125,11.541714422076117,,,,
12,56.6,3.8454937605986856,16.47310508172578,0.375,11.615975735764922,,,,
13,50.2,3.588237892673688,16.68602989250458,0.34375,11.693238281022706,,,,
14,56.7,5.261033515016946,16.83442930020097,0.3125,11.773116467263462,,,,
15,82.4,3.0868327956721897,15.906418972350195,0.34375,11.846843835655468,0.6363636363636364,10.642503483180326,0.8442857142857143,0.0
16,59.6,-0.6562273777527279,17.375507117810468,0.15625,11.90714040312761,,,,
17,58.7,6.265964007946785,17.601400506725483,0.375,11.959769217950697,,,,
18,54.0,2.6952648139106823,15.024437531521203,0.375,12.013673413489974,,,,
19,42.8,6.531101899610549,16.060173489333476,0.46875,12.06831013969507,,,,
20,88.6,2.7187206027228656,17.970724065617272,0.1875,12.12556168938254,0.6363636363636364,10.508324826282163,1.3142857142857145,0.0
21,53.1,4.508314896978721,17.049154762855796,0.375,12.18419295404238,,,,
22,43.0,8.133245091881083,14.870950745778014,0.53125,12.24791905935865,,,,
23,57.5,1.958989389991364,16.771385530265214,0.3125,12.313079012498623,,,,
24,60.4,3.0415880457876163,16.936854081902183,0.25,12.373879882344989,,,,
25,81.7,5.713461356427773,16.80676898734223,0.34375,12.426299594578749,0.6363636363636364,11.694136747693989,1.1942857142857142,0.0
26,52.2,-1.0685309430932186,11.941434772134302,0.15625,12.480306624637883,,,,
27,60.0,1.6532811479962015,17.53676355513757,0.21875,12.5324453545062,,,,
28,52.1,8.225387491437766,16.054848902843283,0.53125,12.57530134994037,,,,
29,52.1,6.676960397162263,17.23732336961877,0.4375,12.615873428915894,,,,
30,73.8,12.182870848409337,17.67803319714659,0.6875,12.649214589599369,0.8181818181818182,13.952761535775807,1.332222222222222,0.0
31,50.6,6.8126718410882905,15.839138513128159,0.4375,12.685030735424949,,,,
32,42.4,9.125098180842574,16.865258987040882,0.53125,12.730634815719347,,,,
33,39.5,10.178125303076339,16.03520997874618,0.6875,12.772872719964097,,,,
34,53.9,8.567753742696299,17.323668634004612,0.59375,12.811359861961554,,,,
35,84.9,8.84022648150604,15.390441221719499,0.625,12.850736899012997,0.8181818181818182,14.300312754045944,1.328888888888889,0.0
36,38.2,11.374086280716762,16.618567888910754,0.71875,12.889133630404086,,,,
37,49.1,13.586091175259028,17.2971598386119,0.75,12.92865978566483,,,,
38,39.3,14.194399808534483,16.316339479397485,0.875,12.964207257910584,,,,
39,29.9,14.164957568179293,17.310404600456323,0.8125,12.9986695389662,,,,
40,86.3,7.75100580725822,16.18799350425763,0.5,13.040817499712283,0.45454545454545453,8.467029533012834,1.5320000000000003,0.0
41,40.3,10.60646419194194,15.491128307525187,0.71875,13.085164572512046,,,,
42,40.4,12.451130851473796,16.18798039884046,0.78125,13.125698003747246,,,,
43,59.9,5.443034875958386,17.549318816069686,0.3125,13.16612424543492,,,,
44,52.9,9.975105385925307,16.60480628381145,0.65625,13.208228841673138,,,,
45,67.7,13.808408821353432,16.52416690804895,0.8125,13.242847063697871,0.7727272727272727,13.503244918253374,1.4176470588235295,0.0
46,38.7,14.514392448777574,16.403777133396787,0.90625,13.272841984708155,,,,
47,39.0,9.796409584388158,16.182896760318776,0.625,13.303435841345905,,,,
48,,,,,,0.7272727272727273,13.215512705133914,1.32,0.0
