success,steps_to_target,time_to_target,distance_traveled,collision_ticks,collision_onsets,reward,initial_distance,final_distance,flipped,ticks,seed
True,28,0.56,9.256238190750732,0,0,16.93616632928905,7.993510825064957,0.7773444957759069,False,28,20000000
False,,,17.05548914311727,108,1,-51.62484114753293,9.119189125199199,5.244030272732091,False,150,20000001
True,57,1.1400000000000001,13.033024995573857,43,2,-6.220308251746813,6.55992429772596,0.7102325494727673,False,57,20000002
False,,,21.23438111839836,120,3,-56.338472981748204,9.445931800142175,4.284404781890365,False,150,20000003
True,45,0.9,11.297881152285361,20,1,6.3357790077733425,7.517713822544156,0.7319348147708136,False,45,20000004
False,,,12.163401386337663,124,9,-60.891584388147585,8.193424596630653,5.585008984778206,False,150,20000005
True,75,1.5,18.340922106510785,41,6,-3.050246045093971,9.156783170103347,0.9570292151973165,False,75,20000006
False,,,9.359512656610374,140,1,-69.8224508963989,5.760341183484346,4.0827920798832285,False,150,20000007
True,51,1.02,17.07802655574343,18,1,7.540853873536596,7.934698796348548,0.8838449228119528,False,51,20000008
False,,,5.230577700405794,131,9,-65.19296920916325,6.8294337522612905,5.022402961424538,False,150,20000009
True,66,1.32,19.717532208291146,21,1,6.322360514246125,8.30886444870778,0.8265039344616552,False,66,20000010
True,23,0.46,8.029021794215595,0,0,16.148884992123982,7.154461665732207,0.7755766736082251,False,23,20000011
True,120,2.4,31.804476454087936,71,4,-20.168614238155325,7.370961660971782,0.8395758991271083,False,120,20000012
True,33,0.66,9.37333884869921,7,2,13.53463668861074,8.298035193508717,0.9333985048979777,False,33,20000013
True,30,0.6,10.194618040466946,0,0,17.12126508993416,7.905915360485305,0.48465027055114734,False,30,20000014
False,,,12.844452037518247,118,1,-57.602988167426105,8.129587756147496,5.232575923573584,False,150,20000015
True,27,0.54,8.770910445957842,0,0,16.725102696173764,7.899733280425887,0.9046305842521244,False,27,20000016
True,39,0.78,11.729729876057839,0,0,16.53490627077389,7.77029685122001,0.8453905804461204,False,39,20000017
True,33,0.66,8.533709906451165,18,1,5.238820005418844,5.567529177288772,0.9987091718699287,False,33,20000018
False,,,14.176657485397971,104,1,-50.46076160782717,8.042937324292643,5.003698932119789,False,150,20000019
True,40,0.8,11.374328361520911,19,2,7.923413268423501,8.794407458923494,0.9709941904999948,False,40,20000020
True,37,0.74,8.966505491528615,25,3,1.8395916567184383,5.522545397832203,0.8129537411137641,False,37,20000021
True,27,0.54,7.59951209258852,0,0,15.215828111222702,6.341596701968583,0.8557685907458801,False,27,20000022
True,83,1.6600000000000001,20.359125219151508,47,3,-8.128764497112572,7.107377778680274,0.9061422757928497,False,83,20000023
True,55,1.1,16.83419148824553,4,1,15.026939288890947,8.511536606858057,0.9345973179671097,False,55,20000024
True,35,0.7000000000000001,10.270324093938815,0,0,17.384719109156944,8.583225837774748,0.848506728617807,False,35,20000025
True,100,2.0,26.823203276727963,62,4,-13.56606485998712,9.411821185002157,0.9778860449892831,False,100,20000026
False,,,6.82605673708384,0,0,2.5430671035384984,7.244358577198519,4.531291473660021,True,17,20000027
False,,,15.0377055674381,138,3,-67.24906713717117,7.155834489444655,3.9049016266158363,False,150,20000028
True,29,0.58,8.546298247803959,0,0,15.134126745228873,6.394811996052588,0.9706852508237157,False,29,20000029
False,,,19.813196036618894,128,3,-61.169989981712824,9.412168322226542,5.082158303939349,False,150,20000030
False,,,6.367197923278781,133,4,-64.29746053410256,8.746797339305987,5.044257873408544,False,150,20000031
False,,,14.783410391342812,137,2,-69.37811890568175,5.7645345954950304,5.142653501176707,False,150,20000032
True,61,1.22,18.130876732045095,4,1,13.541581963366127,6.64422500217461,0.4926430388084844,False,61,20000033
True,61,1.22,26.279932485264087,0,0,15.884961254749335,7.180478313106706,0.6855170583573703,False,61,20000034
False,,,17.81864348193759,106,2,-49.73885783327577,9.967015174768125,5.205873008043887,False,150,20000035
True,56,1.12,16.514632739880348,25,2,4.233938368785242,8.137592521658373,0.8436541528731337,False,56,20000036
True,57,1.1400000000000001,19.125356230800275,0,0,16.293376861657865,7.812673585604763,0.9492967239468999,False,57,20000037
True,27,0.54,8.855164664878181,0,0,16.8516252636514,7.970969881420623,0.8493446177692238,False,27,20000038
False,,,12.616924654289498,138,1,-67.75098929103945,8.294181970430149,5.54517126146957,False,150,20000039
True,57,1.1400000000000001,16.193796565480348,5,1,14.254046974396886,8.240074593481566,0.9160276190846826,False,57,20000040
True,135,2.7,33.86734035903559,92,9,-29.17953007931084,8.938223429553288,0.7677535088641373,False,135,20000041
True,58,1.16,14.716323914061684,37,4,-1.2251761643800059,8.651658428557704,0.7968345929377072,False,58,20000042
True,93,1.86,23.08122430142595,41,3,-2.07769033514664,10.328338801159004,0.976029136305649,False,93,20000043
