generation,wall_s,mean_fitness,max_fitness,train_success_rate,theta_norm,eval_success_rate,eval_mean_reward,eval_mean_time_to_target,eval_mean_collision_ticks
0,115.4,-43.65080075465015,-27.214142691947366,0.0,10.186033580014431,0.0,-39.19181797831032,,0.0
1,71.5,-15.543624490860228,5.87693364312492,0.0625,10.343502534626385,,,,
2,63.3,-15.826346431668146,-3.370316045933656,0.1875,10.498155836648332,,,,
3,67.6,-11.786124651258504,6.532544177757011,0.125,10.626449641760459,,,,
4,77.0,-12.535870369937115,-1.2862903762196682,0.0,10.750056935436158,,,,
5,122.2,-8.073731514540844,-1.0044762545538568,0.0,10.859566460148487,0.0,-3.711057539913318,,0.0
6,78.4,-4.87639158697462,1.2762317130144787,0.0,10.957317459326326,,,,
7,64.5,-5.773340865316699,-1.1321840887574317,0.0,11.037226701316621,,,,
8,69.1,-7.288242296567371,-2.4129307269225024,0.0,11.122404122492782,,,,
9,62.1,-6.701744722575049,0.1520778532418524,0.0,11.195395825872104,,,,
10,281.2,-5.248126734972739,-1.3840673654710334,0.0,11.257658906934791,0.0,-4.442237839036244,,0.0
11,69.3,-4.640750796676471,-0.2555760275972845,0.0,11.3272389474154,,,,
12,62.1,-5.794818292295437,1.5916532764943239,0.0,11.3961526867292,,,,
13,63.2,-4.853618686521215,2.815354425928086,0.03125,11.469613811129847,,,,
14,64.7,-4.616207116438179,-0.4366566654084797,0.03125,11.536402349935418,,,,
15,119.2,-2.12648295283322,4.742830780036726,0.03125,11.601125279082714,0.0,-2.603657019189078,,0.0
16,86.4,-4.531816869188818,0.05801399570516021,0.0,11.661495670090636,,,,
17,70.3,-2.3361114683297495,2.595185737958589,0.0,11.723176779575246,,,,
18,81.2,-8.601066477037337,-1.6406229196105995,0.0,11.787395385468779,,,,
19,75.0,-5.493843085478099,0.5610438966676746,0.0,11.851449964024443,,,,
20,3114.8,-4.91866573673393,-0.5382858668179995,0.0,11.92117079870465,0.0,-1.6777374214943066,,0.0
21,76.7,-5.445382537013787,4.491384019307997,0.0625,11.995529066461357,,,,
22,75.7,-2.6999414104537376,5.600262160354518,0.0625,12.067982017893756,,,,
23,74.2,-3.1847511567642264,3.497564570443755,0.0625,12.12764683340631,,,,
24,69.4,-4.934666386235804,5.095549775220929,0.0,12.18279657841143,,,,
25,101.7,-2.4219109681518964,0.8744173342578115,0.0,12.237056727944662,0.0,-0.9971963395783618,,0.0
26,62.8,-2.5574366148765675,5.969306267425997,0.0625,12.29019323320331,,,,
27,64.5,-2.6843330673677137,3.2297053965542304,0.0,12.344357065217405,,,,
28,74.4,-1.0384494380262819,9.549185833301587,0.0625,12.389291704143256,,,,
29,78.9,-2.5487558554288676,0.4131903559128568,0.0,12.430867811326259,,,,
30,115.6,-2.0583947126257254,9.041220795358802,0.03125,12.474272844875914,0.0,-1.898957864174401,,0.0
31,62.8,-1.1909655092426013,7.5463125677869565,0.03125,12.52582100201978,,,,
32,63.0,-2.6433766052614955,1.4007510155288145,0.0,12.57309005152994,,,,
33,52.4,-1.396135173223656,8.101273732108027,0.0625,12.62925753445474,,,,
34,53.5,-2.2169656941943034,1.158231186527195,0.0,12.683908284986762,,,,
35,92.6,-1.1419531392497992,6.030482028731614,0.0625,12.73682234920364,0.045454545454545456,0.14961257297526062,2.38,0.0
36,52.4,-2.9427335676466098,0.6226364259513546,0.0,12.79281311795395,,,,
37,55.5,-1.4337438909961824,4.163696230785895,0.0,12.837840177685647,,,,
38,86.7,-1.967582488020068,0.09702021499495417,0.0,12.886857050053644,,,,
39,84.1,1.7946485830464094,11.089505479148347,0.09375,12.92796321342243,,,,
40,136.6,-1.267631793731518,4.10804887369504,0.0,12.974611521424134,0.045454545454545456,0.08900746305372984,1.58,0.0
41,87.3,-1.5101663382688728,7.853347190620055,0.0625,13.016584568735434,,,,
42,71.5,-0.29775326717787776,1.9985531301677186,0.0,13.058143551197244,,,,
43,69.9,-3.94017332915092,1.7519910032738837,0.0,13.101840405663665,,,,
44,66.2,-0.8485127419236529,1.8425342952194188,0.0,13.14653536311309,,,,
45,119.5,-1.3031465236874478,2.431496490613999,0.0,13.191644489546473,0.09090909090909091,0.6048177462561243,1.87,0.0
46,71.0,-0.5361340351132402,8.08227608793226,0.03125,13.239147349562833,,,,
47,74.2,-1.1863417281032043,2.149140111689802,0.03125,13.283449503659781,,,,
48,,,,,,0.045454545454545456,1.7614995993220253,1.3,0.0
