success,steps_to_target,time_to_target,distance_traveled,collision_ticks,collision_onsets,reward,initial_distance,final_distance,flipped,ticks,seed
False,,,20.18919811405321,0,0,3.5219524568259915,7.993510825064957,2.9715583682389717,False,150,20000000
False,,,9.395057645879803,0,0,-2.8321941776063553,9.119189125199199,10.451383302805569,False,150,20000001
False,,,14.979174093188274,121,7,-61.00432918857271,6.55992429772596,5.564253486298654,False,150,20000002
False,,,15.230702802625537,73,1,-33.65975276319597,9.445931800142175,5.105684563338132,False,150,20000003
False,,,29.514384619749222,25,3,-9.704982595719807,7.517713822544156,3.222696418263963,False,150,20000004
False,,,30.682318627075926,0,0,5.278091148923604,8.193424596630653,1.4153334477070603,False,150,20000005
False,,,34.94045024539125,10,3,-2.350910086958824,9.156783170103347,5.007693257062177,False,150,20000006
False,,,11.123181720192528,109,19,-55.38383788289825,5.760341183484346,5.1441790663825655,False,150,20000007
True,62,1.24,14.576933587191975,0,0,16.50526791972522,7.934698796348548,0.8094308766233272,False,62,20000008
False,,,16.02453672486567,82,16,-40.87392024766347,6.8294337522612905,5.203353999924762,False,150,20000009
False,,,1.9506040649375678,0,0,-1.7244926918431773,8.30886444870778,8.533357140550956,False,150,20000010
True,129,2.58,19.500345157588367,0,0,14.936664327138686,7.154461665732207,0.92779733859353,False,129,20000011
False,,,4.4695690221669375,0,0,-2.0756747621430436,7.370961660971782,7.946636423114826,False,150,20000012
True,98,1.96,17.513111717116487,1,1,15.85103857037893,8.298035193508717,0.9669966231297915,False,98,20000013
True,57,1.1400000000000001,11.240436843871905,0,0,16.35008772051959,7.905915360485305,0.9858276399657195,False,57,20000014
False,,,24.45242746238849,51,2,-23.31336801571447,8.129587756147496,4.442955771861964,False,150,20000015
False,,,22.106825130881372,0,0,4.581271105273402,7.899733280425887,1.818462175152493,False,150,20000016
True,63,1.26,12.140689259487596,0,0,16.305092776403285,7.77029685122001,0.8352040748167258,False,63,20000017
False,,,26.847368406498937,0,0,-2.440864535424552,5.567529177288772,6.508393712713331,False,150,20000018
True,140,2.8000000000000003,32.15739459293489,31,5,0.5561318875697676,8.042937324292643,0.5868054367228853,False,140,20000019
True,132,2.64,20.868637362628274,0,0,16.47901717292512,8.794407458923494,0.9953902859983914,False,132,20000020
True,94,1.8800000000000001,17.083816665720953,6,5,10.701869340516787,5.522545397832203,0.8806760573154161,False,94,20000021
False,,,15.511590046541203,0,0,2.3412722913144073,6.341596701968583,2.500324410654198,False,150,20000022
False,,,5.075806984716395,0,0,-2.235462938652224,7.107377778680274,7.842840717332499,False,150,20000023
True,81,1.62,18.596933319242634,0,0,16.885003867309102,8.511536606858057,0.8165327395489536,False,81,20000024
True,100,2.0,16.93871432352857,2,1,15.587017779296945,8.583225837774748,0.9962080584778142,False,100,20000025
False,,,34.255472542807155,80,2,-38.70733898204601,9.411821185002157,6.619160167048124,False,150,20000026
True,96,1.92,19.447637346858947,0,0,15.395732847925965,7.244358577198519,0.8886257292725555,False,96,20000027
False,,,25.830628258662244,85,15,-42.167800195360634,7.155834489444655,5.323634684805287,False,150,20000028
True,103,2.06,14.324930042550065,0,0,14.40591897846792,6.394811996052588,0.9588930175846772,False,103,20000029
False,,,19.587467337047794,33,8,-14.32746194683476,9.412168322226542,5.739630269061304,False,150,20000030
False,,,16.146404828357962,71,13,-33.358768158764796,8.746797339305987,5.1055654980707725,False,150,20000031
True,70,1.4000000000000001,14.842468765709386,14,2,7.298032279325147,5.7645345954950304,0.766502316169884,False,70,20000032
False,,,10.389336601995277,0,0,-2.294078754351843,6.64422500217461,7.438303756526456,False,150,20000033
False,,,8.146843202364101,0,0,-4.016017455910866,7.180478313106706,9.696495769017591,False,150,20000034
False,,,15.30695101180001,0,0,-3.959018508452629,9.967015174768125,12.426033683220767,False,150,20000035
False,,,32.098965938930405,46,2,-25.104482698580217,8.137592521658373,8.742075220238547,False,150,20000036
False,,,8.748818653965344,0,0,-3.96693289096629,7.812673585604763,10.279606476571074,False,150,20000037
False,,,15.999594921738142,0,0,1.5310133129761156,7.970969881420623,4.939956568444506,False,150,20000038
False,,,18.90588196157507,55,17,-24.97665192755548,8.294181970430149,4.270833897985632,False,150,20000039
False,,,28.112003712194042,49,3,-24.168886745504675,8.240074593481566,6.408961338986236,False,150,20000040
False,,,24.961276778003793,0,0,3.5193813878720874,8.938223429553288,3.9188420416812084,False,150,20000041
False,,,32.221740100645285,55,7,-34.53115281405232,8.651658428557704,14.182811242609981,False,150,20000042
False,,,21.548937956106645,9,1,-2.0964526756148834,10.328338801159004,6.424791476773896,False,150,20000043
